, ID,Nationality,Age,DaysSinceCreation,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,BookingsNoShowed,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,DaysSinceFirstStay,DistributionChannel,MarketSegment,SRHighFloor,SRLowFloor,SRAccessibleRoom,SRMediumFloor,SRBathtub,SRShower,SRCrib,SRKingSizeBed,SRTwinBed,SRNearElevator,SRAwayFromElevator,SRNoAlcoholInMiniBar,SRQuietRoom
27519,30560,AUT,49,562,153,1503.0,194.5,0,0,1,8,4,566,566,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27521,30562,BEL,48,562,175,407.4,158.6,0,0,1,6,3,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27523,30564,DEU,60,562,311,556.5,70.0,0,0,1,10,5,567,567,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27524,30568,FRA,54,562,47,260.0,46.5,0,0,1,4,2,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27525,30569,DEU,68,562,57,316.0,150.5,0,0,1,4,2,564,564,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,1
27528,30572,PRT,60,562,179,623.0,84.0,0,0,1,14,7,569,569,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,0,1,0,0,0,0
27529,30573,GBR,24,562,52,148.0,14.0,0,0,1,2,1,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27531,30575,FRA,54,562,47,260.0,44.0,0,0,1,4,2,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27532,30576,AUT,20,562,153,501.0,56.0,0,0,1,8,4,566,566,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27533,30577,PRT,24,562,0,158.0,23.0,0,0,1,2,1,563,563,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
27534,30578,BRA,40,562,27,687.0,85.0,0,0,1,15,5,567,567,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
27537,30581,CHE,40,561,41,430.72,235.8,0,0,1,8,4,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27538,30582,DEU,18,561,39,646.0,73.5,0,0,1,9,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27539,30584,DEU,47,561,278,2200.0,1411.5,0,0,1,8,4,565,565,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27540,30585,DEU,47,561,278,2200.0,91.5,0,0,1,8,4,565,565,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27542,30587,DEU,50,561,44,552.0,105.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
27543,30588,GBR,38,561,218,355.5,84.0,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27544,30589,GBR,33,561,218,355.5,54.5,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27545,30590,GBR,38,561,218,355.5,42.0,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27546,30591,GBR,37,561,218,487.5,131.5,0,0,1,9,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27547,30592,GBR,37,561,218,487.5,63.0,0,0,1,9,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27548,30593,GBR,33,561,218,487.5,63.0,0,0,1,9,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27549,30594,ITA,47,561,39,862.0,283.0,0,0,1,20,5,566,566,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27550,30595,GBR,43,561,218,355.5,64.5,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27551,30596,GBR,37,561,218,355.5,137.5,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27552,30597,FRA,63,561,39,332.0,96.5,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27553,30598,DEU,75,561,32,160.0,86.0,0,0,1,2,1,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27556,30601,PRT,33,561,0,249.6,14.5,0,0,1,4,2,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27558,30603,ITA,41,561,138,342.0,42.0,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27559,30605,CZE,39,561,218,474.0,62.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
27560,30606,FRA,60,561,44,552.0,204.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27561,30607,DEU,55,561,49,495.0,76.5,0,0,1,9,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27562,30608,DEU,57,561,49,438.4,56.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27564,30610,DEU,61,561,49,438.4,56.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27565,30611,BEL,63,561,40,158.0,17.5,0,0,1,2,1,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27566,30612,DEU,48,561,278,2200.0,765.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27567,30613,DEU,51,561,278,1320.0,54.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27568,30614,AUT,58,561,196,382.5,44.5,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27571,30617,AUT,59,561,196,382.5,42.0,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27572,30618,GBR,62,561,194,156.18,28.0,0,0,1,4,2,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27573,30619,DEU,47,561,278,2200.0,284.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27574,30620,GBR,39,561,44,192.0,21.0,0,0,1,3,1,562,562,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27576,30622,FRA,49,561,4,888.0,76.0,0,0,1,4,2,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27580,30626,FRA,44,561,150,210.0,28.0,0,0,1,4,2,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27581,30627,FRA,59,561,132,627.6,223.2,0,0,1,12,4,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27582,30628,NLD,77,561,156,382.5,224.83,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27583,30629,NLD,48,561,156,1350.0,584.49,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,1,1,0,0,0,0,0
27584,30630,NLD,50,561,156,1350.0,587.49,0,0,1,6,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27587,30633,USA,44,561,43,936.0,201.2,0,0,1,14,7,568,568,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27591,30637,GBR,53,561,126,174.0,28.0,0,0,1,4,2,563,563,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
27593,30639,FRA,36,561,175,1417.5,171.0,0,0,1,9,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27594,30640,DEU,47,561,278,2200.0,167.99,0,0,1,8,4,565,565,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27595,30641,FRA,38,561,175,1417.5,204.0,0,0,1,9,3,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27601,30647,MLT,49,561,113,240.3,6.0,0,0,1,6,3,564,564,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
27604,30650,FRA,36,561,60,280.0,22.0,0,0,1,4,2,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27606,30652,RUS,56,561,120,473.4,139.6,0,0,2,6,3,561,562,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,1
27607,30653,PRT,26,561,0,160.0,18.0,0,0,1,1,1,562,562,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27608,30654,DEU,60,561,150,329.18,88.0,0,0,1,8,4,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27610,30656,ROU,31,561,40,916.4,298.1,0,0,1,16,8,569,569,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27611,30657,PER,51,561,1,734.0,64.0,0,0,2,6,3,561,563,Travel Agent/Operator,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
27612,30658,PER,39,561,1,1068.0,302.4,0,0,1,4,2,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27613,30659,GBR,44,561,103,761.0,183.0,0,0,1,9,3,564,564,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
27618,30664,CHE,42,560,40,444.0,42.0,0,0,1,6,3,563,563,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
27619,30665,DEU,48,560,2,160.0,2.0,0,0,1,2,1,561,561,Direct,Direct,1,0,0,0,0,0,0,0,1,0,0,0,0
27622,30668,GBR,57,560,54,444.0,50.0,0,0,1,6,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27626,30672,DEU,61,560,184,240.3,220.5,0,0,1,6,3,563,563,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
27630,30676,SWE,31,560,38,336.0,38.0,0,0,1,6,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27637,30683,SWE,40,560,169,355.5,54.0,0,0,1,6,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27641,30687,FRA,38,560,72,280.0,58.0,0,0,1,4,2,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27642,30688,DEU,60,560,125,320.4,136.5,0,0,1,8,4,564,564,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
27643,30689,DEU,57,560,125,320.4,147.5,0,0,1,8,4,564,564,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
27644,30690,CHN,67,560,40,420.0,111.0,0,0,1,6,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27645,30691,GBR,39,560,40,420.0,48.0,0,0,1,6,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0
27648,30694,BEL,57,560,236,348.0,164.6,0,0,1,6,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
27649,30695,GBR,52,560,318,391.2,72.0,0,0,1,8,4,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
27650,30696,GBR,52,560,317,297.0,26.0,0,0,1,6,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27651,30697,LUX,35,560,148,432.0,95.0,0,0,1,9,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27652,30698,SWE,81,560,155,1575.0,84.0,0,0,1,4,4,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27653,30699,FRA,58,560,46,444.0,60.5,0,0,1,6,3,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27654,30700,SWE,55,560,155,525.0,28.0,0,0,1,4,4,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27655,30701,PER,39,560,1,140.0,108.0,0,0,1,2,1,561,561,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
27657,30703,PRT,58,560,33,149.0,94.0,0,0,1,3,1,561,561,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
27660,30706,PRT,69,560,216,612.0,212.0,0,0,1,6,6,566,566,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27668,30714,BEL,68,560,317,92.5,23.0,0,0,1,2,1,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
27669,30715,BEL,70,560,317,277.2,45.0,0,0,1,2,1,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
27671,30717,GBR,33,560,53,570.0,157.0,0,0,1,10,5,565,565,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
27672,30718,FIN,48,560,3,592.0,230.0,0,0,1,8,4,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27675,30721,DEU,33,560,44,1810.0,468.0,0,0,1,20,10,570,570,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27676,30722,SWE,54,560,155,501.0,82.5,0,0,1,4,4,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27680,30728,SWE,62,559,72,280.0,4.0,0,0,1,4,2,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27683,30731,GBR,76,559,448,234.0,131.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27685,30733,GBR,36,559,21,138.0,14.0,0,0,1,2,1,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27687,30735,GBR,52,559,448,234.0,130.5,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
27688,30736,GBR,74,559,448,234.0,116.5,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27689,30737,GBR,55,559,448,234.0,129.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27690,30738,BRA,49,559,125,360.0,61.5,0,0,1,9,3,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27691,30739,FRA,34,559,19,131.75,7.0,0,0,1,1,1,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27692,30740,GBR,72,559,448,234.0,143.2,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27693,30741,DEU,56,559,183,178.0,45.5,0,0,1,4,2,561,561,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
27696,30744,GBR,82,559,448,459.0,159.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27697,30745,DEU,55,559,183,178.0,60.0,0,0,1,4,2,561,561,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
27698,30746,USA,48,559,172,402.92,108.5,0,0,1,8,2,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27701,30750,CHN,55,559,123,279.9,123.0,0,0,1,6,3,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27702,30751,GBR,80,559,448,234.0,142.5,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27703,30752,CHN,56,559,123,279.9,42.0,0,0,1,6,3,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27704,30753,CHN,56,559,123,466.5,70.0,0,0,1,6,3,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27705,30754,CHN,54,559,123,279.9,42.0,0,0,1,6,3,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27706,30755,CHN,54,559,123,279.9,42.0,0,0,1,6,3,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27709,30758,CHN,58,559,91,340.2,36.0,0,0,1,6,3,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27710,30759,GBR,64,559,448,234.0,160.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27711,30760,GBR,79,559,448,234.0,248.5,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
27712,30761,GBR,64,559,448,234.0,229.5,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27714,30763,GBR,67,559,448,234.0,110.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27715,30764,FRA,48,559,135,871.2,430.8,0,0,1,18,6,565,565,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
27716,30765,GBR,69,559,448,234.0,143.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27717,30766,GBR,72,559,448,234.0,110.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27718,30767,FRA,85,559,95,1368.0,536.8,0,0,1,18,9,568,568,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,1
27719,30768,GBR,66,559,448,234.0,185.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27720,30769,GBR,66,559,448,234.0,128.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27722,30771,GBR,80,559,448,234.0,132.5,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27724,30773,FRA,46,559,5,184.0,26.5,0,0,1,1,1,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27726,30775,GBR,60,559,448,234.0,302.0,0,0,1,6,3,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27727,30776,ROU,58,559,35,853.6,714.4,0,0,1,14,7,566,566,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27728,30777,GBR,35,559,150,289.68,15.0,0,0,1,8,4,563,563,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27731,30780,GBR,71,559,215,552.0,217.5,0,0,1,10,5,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
27732,30781,FRA,66,559,26,560.0,164.5,0,0,2,8,4,559,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27734,30783,PRT,41,558,0,160.0,29.0,0,0,1,2,1,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27735,30784,USA,44,558,50,276.0,28.0,0,0,1,4,2,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27736,30785,DEU,39,558,8,142.0,12.0,0,0,1,1,1,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27737,30786,DEU,55,558,12,160.0,11.0,0,0,1,2,1,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27738,30787,NLD,56,558,126,420.0,66.5,0,0,1,8,4,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27743,30792,POL,38,558,53,432.0,26.0,0,0,1,3,3,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27744,30793,AUS,79,558,448,312.0,158.3,0,0,1,8,4,562,562,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
27746,30795,NLD,56,558,130,450.0,51.0,0,0,1,9,3,561,561,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
27748,30797,RUS,28,558,135,116.0,48.2,0,0,1,2,1,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27749,30798,RUS,57,558,135,348.0,111.6,0,0,1,2,1,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27750,30799,ISR,68,558,110,216.0,65.0,0,0,1,4,2,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27751,30800,ISR,69,558,110,216.0,4.0,0,0,1,4,2,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27752,30801,ISR,64,558,110,216.0,54.0,0,0,1,4,2,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27754,30803,ITA,43,558,90,378.0,158.0,0,0,1,6,3,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27756,30805,DEU,55,558,126,210.0,57.0,0,0,1,4,2,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27757,30806,ISR,72,558,110,216.0,44.0,0,0,1,4,2,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27761,30810,GBR,45,558,138,289.68,35.0,0,0,1,8,4,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27762,30811,PRT,51,558,28,100.0,23.0,0,0,1,2,1,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27766,30816,USA,38,558,19,424.0,274.0,0,0,2,6,3,558,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27772,30822,FRA,30,558,85,456.0,104.0,0,0,1,8,4,562,562,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
27773,30823,FRA,27,558,32,400.0,26.0,0,0,1,6,3,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27775,30825,PRT,72,558,3,712.0,58.5,0,0,1,8,4,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27779,30829,MAR,26,558,51,564.0,110.3,0,0,1,6,3,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27780,30830,ITA,23,557,19,534.0,42.0,0,0,1,6,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0
27781,30831,ITA,52,557,9,1422.0,126.0,0,0,1,6,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0
27782,30832,DEU,27,557,119,315.6,48.8,0,0,1,8,4,561,561,Travel Agent/Operator,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
27783,30833,LUX,57,557,21,592.0,75.0,0,0,1,8,4,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27784,30834,FRA,40,557,168,696.0,72.0,0,0,1,16,4,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
27785,30835,FRA,52,557,168,1422.0,168.0,0,0,1,8,4,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
27791,30841,GBR,49,557,96,378.0,41.0,0,0,1,6,3,560,560,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
27792,30842,FRA,57,557,122,362.1,100.0,0,0,1,10,5,562,562,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27793,30843,GBR,35,557,36,444.0,42.0,0,0,1,6,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27794,30844,PRT,44,557,36,240.0,79.0,0,0,1,4,2,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27795,30845,USA,44,557,196,171.0,37.0,0,0,1,4,1,558,558,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
27796,30846,GBR,32,557,16,463.5,42.0,0,0,1,6,3,560,560,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
27797,30847,CAN,39,557,41,560.0,72.8,0,0,1,4,4,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27798,30848,FRA,46,557,1,174.0,7.0,0,0,1,1,1,558,558,Electronic Distribution,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27800,30850,ESP,57,557,2,159.0,16.0,0,0,1,1,1,558,558,Direct,Direct,0,0,0,0,0,1,0,0,0,0,0,0,0
27801,30851,BRA,40,557,34,360.0,115.5,0,0,1,6,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27802,30852,BRA,53,557,34,360.0,131.75,0,0,1,6,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27803,30853,ESP,37,557,22,152.8,64.2,0,0,1,2,1,558,558,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27804,30854,IRL,31,557,7,403.8,35.5,0,0,1,3,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27808,30858,DEU,60,557,45,240.0,93.5,0,0,1,4,2,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27809,30859,CAN,34,557,34,192.0,4.0,0,0,1,4,2,559,559,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27811,30861,DEU,57,557,53,980.0,87.0,0,0,1,14,7,564,564,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
27815,30865,FRA,74,557,54,404.0,177.5,0,0,1,6,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27817,30867,ITA,48,557,149,570.0,70.0,0,0,1,10,5,562,562,Travel Agent/Operator,Other,0,0,0,0,0,1,0,0,0,0,0,0,1
27822,30872,FRA,56,557,240,420.0,56.0,0,0,1,6,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27824,30874,CAN,54,557,78,313.6,51.0,0,0,1,6,3,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27825,30875,GBR,58,557,214,594.0,84.0,0,0,1,12,4,561,561,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
